,x,,,
2355,12.58070922,,,
2356,13.14527301,,,
2357,6.845726667,,,
2358,9.376976761,,,
2359,7.377413159,,,
2360,11.03666123,,,
2361,5.57093517,,,
2362,11.25631137,,,
2363,10.37379332,,,
2364,10.44913212,,,
2365,8.074042465,,,
2366,9.931362024,,,
2367,10.74905595,,,
2368,8.130897534,,,
2369,11.62709077,,,
2370,8.838626188,,,
2371,9.756080265,,,
2372,9.618008329,,,
2373,10.35265636,,,
2374,9.956709166,,,
2375,8.159260741,,,
2376,7.712883038,,,
2377,11.09100586,,,
2378,10.16580412,,,
2379,8.982568438,,,
2380,7.760389937,,,
2381,11.93204759,,,
2382,12.62777517,,,
2383,9.62709864,,,
2384,7.249538043,,,
2385,7.741291196,,,
2386,9.026607039,,,
2387,10.64100975,,,
2388,12.38526086,,,
2389,9.521307254,,,
2390,8.409144086,,,
2391,9.324730204,,,
2392,10.71339016,,,
2393,11.56328085,,,
2394,9.557799233,,,
2395,7.699041422,,,
2396,10.19252412,,,
2397,11.42238852,,,
2398,7.029978413,,,
2399,9.96337648,,,
2400,7.990990338,,,
2401,9.029015775,,,
2402,12.1687393,,,
2403,8.731533125,,,
2404,9.479424539,,,
2405,10.2778921,,,
2406,8.48423912,,,
2407,11.45207115,,,
2408,10.03767627,,,
2409,10.01330969,,,
2410,8.228955497,,,
2411,6.609476942,,,
2412,10.99326481,,,
2413,10.72690526,,,
2414,11.53061532,,,
2415,9.515593294,,,
2416,8.35116499,,,
2417,8.637272339,,,
2418,6.302264901,,,
2419,8.114654259,,,
2420,13.08379697,,,
2421,7.006931523,,,
2422,7.053332248,,,
2423,9.321568163,,,
2424,10.50660542,,,
2425,9.382013519,,,
2426,10.1673714,,,
2427,9.493001612,,,
2428,9.416285684,,,
2429,10.58026034,,,
2430,10.80199076,,,
2431,9.10232916,,,
2432,7.033123303,,,
2433,10.20178083,,,
2434,9.694945922,,,
2435,10.32965014,,,
2436,6.193311233,,,
2437,8.218169313,,,
2438,10.28940682,,,
2439,8.881089372,,,
2440,8.866773805,,,
2441,9.326366463,,,
2442,8.50526657,,,
2443,6.751854302,,,
2444,10.46452705,,,
2445,8.161053006,,,
2446,8.430452195,,,
2447,6.330479645,,,
2448,11.47195905,,,
2449,9.141524192,,,
2450,10.26659089,,,
2451,9.11206659,,,
2452,8.86735768,,,
2453,7.816839776,,,
2454,10.53038159,,,
2455,10.79716455,,,
2456,10.39670048,,,
2457,8.90990091,,,
2458,6.669796688,,,
2459,10.14372381,,,
2460,8.659721394,,,
2461,9.329665657,,,
2462,12.77498537,,,
2463,7.111424917,,,
2464,12.09552263,,,
2465,9.202302253,,,
2466,8.765467926,,,
2467,7.019584134,,,
2468,12.60923146,,,
2469,7.982270403,,,
2470,10.33828549,,,
2471,9.569269827,,,
2472,8.693476039,,,
2473,9.029931327,,,
2474,7.423862152,,,
2475,8.666040243,,,
2476,9.476978254,,,
2477,9.917736216,,,
2478,12.27355737,,,
2479,8.264399381,,,
2480,4.682224596,,,
2481,10.90758663,,,
2482,9.574909366,,,
2483,8.442870787,,,
2484,4.9620584,,,
2485,11.27348081,,,
2486,8.665255972,,,
2487,11.38645038,,,
2488,6.899739903,,,
2489,7.93868416,,,
2490,8.740503243,,,
2491,11.70979517,,,
2492,10.19677345,,,
2493,9.37192643,,,
2494,9.739370454,,,
2495,9.653215323,,,
2496,10.59706808,,,
2497,10.66418702,,,
2498,11.59947197,,,
2499,8.439771656,,,
2500,7.223640906,,,
2501,9.617596549,,,
2502,10.53416532,,,
2503,12.19337277,,,
2504,8.595583574,,,
2505,9.160376518,,,
2506,10.32534344,,,
2507,13.78938888,,,
2508,9.39930046,,,
2509,11.71200307,,,
2510,12.10891418,,,
2511,12.27566079,,,
2512,8.271398083,,,
2513,7.919372501,,,
2514,9.961191211,,,
2515,5.021324587,,,
2516,9.32282764,,,
2517,12.50188489,,,
2518,11.98447056,,,
2519,10.68862339,,,
2520,10.43895586,,,
2521,12.96795461,,,
2522,8.412663131,,,
2523,9.569232322,,,
2524,7.260683229,,,
2525,10.88943109,,,
2526,7.004658974,,,
2527,9.164852983,,,
2528,8.014363474,,,
2529,12.40630141,,,
2530,6.562515728,,,
2531,9.862729464,,,
2532,11.14912707,,,
2533,8.562422436,,,
2534,8.823356039,,,
2535,9.935763905,,,
2536,12.1699287,,,
2537,9.824943238,,,
2538,11.63611142,,,
2539,11.39542176,,,
2540,11.9689905,,,
2541,12.03587962,,,
2542,9.533125712,,,
2543,9.100941354,,,
2544,9.445129569,,,
2545,8.689188773,,,
2546,12.00640509,,,
2547,9.032592227,,,
2548,5.766862645,,,
2549,9.109336251,,,
2550,12.40446184,,,
2551,14.9972273,,,
2552,7.709961997,,,
2553,10.68107577,,,
2554,8.354005092,,,
2555,13.94336647,,,
2556,9.879616558,,,
2557,9.382142471,,,
2558,8.972637903,,,
2559,11.56460049,,,
2560,9.492518892,,,
2561,12.12580989,,,
2562,8.163554569,,,
2563,9.92054946,,,
2564,9.745776749,,,
2565,7.60330763,,,
2566,10.39512721,,,
2567,11.09974055,,,
2568,9.739455023,,,
2569,8.987524841,,,
2570,10.79767404,,,
2571,7.187441954,,,
2572,7.869451373,,,
2573,4.977167034,,,
2574,8.804882916,,,
2575,8.598418589,,,
2576,9.131132867,,,
2577,6.63930337,,,
2578,12.17553116,,,
2579,11.24017247,,,
2580,7.722030096,,,
2581,11.299334,,,
2582,10.76718579,,,
2583,11.19832482,,,
2584,9.560711102,,,
2585,11.4419257,,,
2586,6.75859234,,,
2587,12.45184334,,,
2588,5.402256501,,,
2589,8.336244694,,,
2590,11.97258589,,,
2591,12.11174529,,,
2592,15.33926727,,,
2593,12.03298703,,,
2594,8.865061835,,,
2595,10.87620327,,,
2596,6.88249533,,,
2597,6.587761239,,,
2598,11.3182455,,,
2599,9.167868064,,,
2600,11.88843021,,,
2601,8.701842771,,,
2602,6.986325998,,,
2603,8.509594856,,,
2604,5.672760109,,,
2605,11.15336377,,,
2606,9.574806311,,,
2607,7.447898922,,,
2608,6.092466154,,,
2609,5.243339686,,,
2610,8.412970183,,,
2611,11.94940564,,,
2612,6.831464145,,,
2613,9.769151061,,,
2614,7.75717573,,,
2615,11.3537312,,,
2616,10.72095994,,,
2617,8.129932628,,,
2618,7.076055707,,,
2619,8.470309479,,,
2620,9.744290387,,,
2621,9.320558806,,,
2622,10.25695235,,,
2623,11.5937121,,,
2624,12.83727155,,,
2625,10.89881207,,,
2626,11.46694269,,,
2627,6.488242305,,,
2628,10.38564367,,,
2629,8.355979881,,,
2630,8.712530239,,,
2631,5.460827906,,,
2632,7.501217922,,,
2633,9.342952089,,,
2634,7.990924951,,,
2635,10.13500038,,,
2636,10.44941847,,,
2637,8.003357426,,,
2638,10.71310172,,,
2639,10.30693197,,,
2640,7.402031978,,,
2641,11.05343398,,,
2642,6.310835299,,,
2643,8.935466768,,,
2644,6.515179873,,,
2645,13.97426118,,,
2646,12.75337034,,,
2647,12.04527559,,,
2648,3.750834241,,,
2649,9.940417747,,,
2650,4.887308742,,,
2651,8.990474708,,,
2652,8.095581714,,,
2653,14.25458198,,,
2654,9.173189534,,,
2655,10.22288219,,,
2656,9.941990762,,,
2657,14.35922245,,,
2658,10.08445987,,,
2659,8.79852462,,,
2660,6.890756843,,,
2661,9.348069112,,,
2662,9.147029069,,,
2663,10.81807907,,,
2664,9.336176214,,,
2665,8.220584452,,,
2666,11.07610898,,,
2667,7.720496315,,,
2668,12.74841845,,,
2669,9.17852212,,,
2670,7.358498021,,,
2671,6.96613298,,,
2672,9.4327222,,,
2673,11.31747061,,,
2674,7.78048176,,,
2675,11.4216131,,,
2676,10.4727143,,,
2677,10.46320613,,,
2678,7.838393904,,,
2679,12.02174635,,,
2680,6.494847525,,,
2681,10.81867926,,,
2682,6.939626323,,,
2683,5.111577011,,,
2684,10.01714996,,,
2685,9.884371077,,,
2686,10.03629794,,,
2687,11.22683406,,,
2688,10.89985913,,,
2689,10.38004936,,,
2690,9.156375121,,,
2691,10.47799016,,,
2692,10.28975347,,,
2693,9.05090188,,,
2694,7.597984929,,,
2695,11.28355521,,,
2696,9.28949152,,,
2697,7.033925048,,,
2698,10.81348931,,,
2699,10.98045387,,,
2700,6.848536715,,,
2701,8.128594522,,,
2702,12.17646187,,,
2703,7.634205105,,,
2704,11.07825426,,,
2705,9.603233455,,,
2706,9.901512011,,,
2707,9.695843311,,,
2708,6.02628612,,,
2709,9.533762419,,,
2710,7.491216989,,,
2711,12.36609101,,,
2712,9.845186795,,,
2713,15.16698279,,,
2714,11.94552001,,,
2715,7.802345425,,,
2716,9.293247335,,,
2717,7.804390119,,,
2718,9.548316792,,,
2719,7.775684831,,,
2720,10.83528118,,,
2721,11.06810884,,,
2722,9.211941949,,,
2723,11.06989244,,,
2724,7.859700403,,,
2725,9.417780577,,,
2726,12.40976775,,,
2727,11.63360216,,,
2728,10.6792114,,,
2729,11.54233023,,,
2730,4.733755151,,,
2731,6.984323562,,,
2732,10.8939848,,,
2733,6.57202529,,,
2734,7.617241065,,,
2735,12.68881204,,,
2736,8.047614984,,,
2737,13.78534944,,,
2738,12.29417945,,,
2739,7.466348036,,,
2740,10.55698602,,,
2741,8.300710363,,,
2742,4.536534173,,,
2743,7.759467099,,,
2744,10.52477732,,,
2745,11.554569,,,
2746,10.48005347,,,
2747,6.899369168,,,
2748,7.25439639,,,
2749,8.613463667,,,
2750,9.098215233,,,
2751,9.770837017,,,
2752,11.04812783,,,
2753,11.70230948,,,
2754,11.62607606,,,
2755,9.192757575,,,
2756,8.100938476,,,
2757,5.942238294,,,
2758,9.271033625,,,
2759,8.464299068,,,
2760,11.38476714,,,
2761,12.75226599,,,
2762,10.66172586,,,
2763,11.5007454,,,
2764,14.69102,,,
2765,8.023834308,,,
2766,9.433272658,,,
2767,7.596115347,,,
2768,8.874500768,,,
2769,10.49418886,,,
2770,7.595180453,,,
2771,7.205825876,,,
2772,10.27490665,,,
2773,11.31206488,,,
2774,13.21251361,,,
2775,6.440383476,,,
2776,11.42445259,,,
2777,12.74698613,,,
2778,8.330803374,,,
2779,6.229758746,,,
2780,6.811135332,,,
2781,9.444193985,,,
2782,8.654888485,,,
2783,10.0266802,,,
2784,12.32305773,,,
2785,10.12435682,,,
2786,10.82394733,,,
2787,9.338212057,,,
2788,8.138556186,,,
2789,8.857721837,,,
2790,9.824600215,,,
2791,10.69381874,,,
2792,9.076049205,,,
2793,7.94842601,,,
2794,12.14685831,,,
2795,11.56571082,,,
2796,8.3554389,,,
2797,10.99034591,,,
2798,7.454764394,,,
2799,10.4543856,,,
2800,10.11321026,,,
2801,9.887108879,,,
2802,7.620080568,,,
2803,9.879150485,,,
2804,7.421916853,,,
2805,11.80054764,,,
2806,9.604937453,,,
2807,11.19598858,,,
2808,7.94225736,,,
2809,11.73268628,,,
2810,8.671227534,,,
2811,7.620727971,,,
2812,10.71596515,,,
2813,11.07313922,,,
2814,11.68806224,,,
2815,8.581822437,,,
2816,9.470439893,,,
2817,12.33546726,,,
2818,8.927383053,,,
2819,10.7579029,,,
2820,8.674917451,,,
2821,8.325569767,,,
2822,11.72733042,,,
2823,7.181541457,,,
2824,7.500853784,,,
2825,8.954444814,,,
2826,11.56735409,,,
2827,6.376707164,,,
2828,4.230052184,,,
2829,10.55351668,,,
2830,9.602876303,,,
2831,12.54231612,,,
2832,8.606760693,,,
2833,9.816990499,,,
2834,11.30871967,,,
2835,9.378853468,,,
2836,8.585788278,,,
2837,9.330058034,,,
2838,5.893803288,,,
2839,7.247710829,,,
2840,15.33091897,,,
2841,8.750070303,,,
2842,5.883320028,,,
2843,13.16271391,,,
2844,8.672330204,,,
2845,5.820337871,,,
2846,13.92956661,,,
2847,6.739080836,,,
2848,11.28042564,,,
2849,10.36852775,,,
2850,10.1575198,,,
2851,11.1070625,,,
2852,8.570639772,,,
2853,11.18350013,,,
2854,11.2701413,,,
2855,9.051168626,,,
2856,8.27489903,,,
2857,7.402669658,,,
2858,11.86249524,,,
2859,10.2990026,,,
2860,8.016196237,,,
2861,12.03008954,,,
2862,9.592951457,,,
2863,9.976682784,,,
2864,7.607972143,,,
2865,12.42082806,,,
2866,7.578875754,,,
2867,10.25047637,,,
2868,8.353349508,,,
2869,9.342840684,,,
2870,10.22860663,,,
2871,10.86975751,,,
2872,8.668324757,,,
2873,10.18673716,,,
2874,8.498262967,,,
2875,7.847794679,,,
2876,8.327697928,,,
2877,12.40389395,,,
2878,7.776144543,,,
2879,11.03885221,,,
2880,11.65793054,,,
2881,7.877075711,,,
2882,9.880633927,,,
2883,11.0311577,,,
2884,5.344139961,,,
2885,10.45117961,,,
2886,11.71960304,,,
2887,10.63572862,,,
2888,7.135339603,,,
2889,8.972734878,,,
2890,7.360413677,,,
2891,7.516995489,,,
2892,8.78828516,,,
2893,8.393157972,,,
2894,6.70743489,,,
2895,7.003499897,,,
2896,9.965894798,,,
2897,12.1811401,,,
2898,11.60567977,,,
2899,6.718114072,,,
2900,8.253376224,,,
2901,8.640953118,,,
2902,9.834152168,,,
2903,11.84353161,,,
2904,10.06228193,,,
2905,10.03684311,,,
2906,13.12114543,,,
2907,4.532350901,,,
2908,6.975874076,,,
2909,11.82147066,,,
2910,8.11946502,,,
2911,8.456419686,,,
2912,9.833402037,,,
2913,10.12904277,,,
2914,11.91981582,,,
2915,5.191313259,,,
2916,11.03328871,,,
2917,8.645367976,,,
2918,13.15166368,,,
2919,6.08787799,,,
2920,5.425112037,,,
2921,6.905350206,,,
2922,11.72293443,,,
2923,10.11512461,,,
2924,7.549712462,,,
2925,7.325773705,,,
2926,5.737203909,,,
2927,6.170879137,,,
2928,8.328071916,,,
2929,8.714698054,,,
2930,9.373599095,,,
2931,8.454077408,,,
2932,9.304968674,,,
2933,5.896657153,,,
2934,9.402071708,,,
2935,9.132254596,,,
2936,11.2616905,,,
2937,11.39741082,,,
2938,9.803479154,,,
2939,9.039438129,,,
2940,9.508989672,,,
2941,10.73653716,,,
2942,8.250074064,,,
2943,11.50137089,,,
2944,10.98031314,,,
2945,11.10592787,,,
2946,7.828651673,,,
2947,12.61757464,,,
2948,7.964587217,,,
2949,7.514898285,,,
2950,8.336272389,,,
2951,12.70745745,,,
2952,8.447938837,,,
2953,11.58451881,,,
2954,5.609716658,,,
2955,9.903249818,,,
2956,8.166533319,,,
2957,7.350588145,,,
2958,7.609035057,,,
2959,7.269712987,,,
2960,6.913573243,,,
2961,7.485850364,,,
2962,9.340487708,,,
2963,7.422854764,,,
2964,10.74523056,,,
2965,11.11140402,,,
2966,7.553324481,,,
2967,6.488758413,,,
2968,6.335326321,,,
2969,12.72983323,,,
2970,9.12675997,,,
2971,8.235009916,,,
2972,9.969233754,,,
2973,9.258030923,,,
2974,12.07266944,,,
2975,9.575554791,,,
2976,4.449824237,,,
2977,12.79535215,,,
2978,8.632665764,,,
2979,12.33265004,,,
2980,8.413354047,,,
2981,8.974335188,,,
2982,6.108986263,,,
2983,7.314214528,,,
2984,13.8842529,,,
2985,9.960832052,,,
2986,11.23356515,,,
2987,13.07657661,,,
2988,6.615889095,,,
2989,10.82713659,,,
2990,10.94971116,,,
2991,10.4415772,,,
2992,8.94272446,,,
2993,9.726220269,,,
2994,10.96878276,,,
2995,9.220141339,,,
2996,10.26048526,,,
2997,7.854147818,,,
2998,8.388463376,,,
2999,7.345308864,,,
3000,9.290294827,,,
3001,8.004134265,,,
3002,8.064786827,,,
3003,7.738252513,,,
3004,10.19528473,,,
3005,6.48234483,,,
3006,9.029282738,,,
3007,9.677337065,,,
3008,7.295186839,,,
3009,8.262870877,,,
3010,8.043045547,,,
3011,8.67488658,,,
3012,11.74865795,,,
3013,6.921781178,,,
3014,8.275812326,,,
3015,11.93519345,,,
3016,12.68504796,,,
3017,9.083273808,,,
3018,8.864057909,,,
3019,10.83877322,,,
3020,9.354641473,,,
3021,10.7526732,,,
3022,11.03042104,,,
3023,12.35313262,,,
3024,10.50792062,,,
3025,8.224286652,,,
3026,11.39562262,,,
3027,7.787019712,,,
3028,9.020706423,,,
3029,10.18021036,,,
3030,11.57235803,,,
3031,9.050017092,,,
3032,11.03295667,,,
3033,8.956692466,,,
3034,10.8796134,,,
3035,8.525308846,,,
3036,7.926598877,,,
3037,9.650726199,,,
3038,10.07902799,,,
3039,10.10592554,,,
3040,9.768190841,,,
3041,10.82231934,,,
3042,10.77504441,,,
3043,7.956099893,,,
3044,7.585084228,,,
3045,10.74898167,,,
3046,10.34597947,,,
3047,7.090208276,,,
3048,11.36847873,,,
3049,9.125294035,,,
3050,9.316545748,,,
3051,5.977722484,,,
3052,8.929950125,,,
3053,7.763865994,,,
3054,10.46238738,,,
3055,15.67269093,,,
3056,11.4829718,,,
3057,9.221995356,,,
3058,13.95829494,,,
3059,10.26367257,,,
3060,11.03178413,,,
3061,10.63376881,,,
3062,5.509584313,,,
3063,10.23558845,,,
3064,9.19192307,,,
3065,7.714502633,,,
3066,10.6489551,,,
3067,12.69166296,,,
3068,8.903763012,,,
3069,12.58396448,,,
3070,9.510605506,,,
3071,8.227085313,,,
3072,10.31059668,,,
3073,10.0622014,,,
3074,11.45348005,,,
3075,11.61569519,,,
3076,9.982093968,,,
3077,12.96365013,,,
3078,9.600179007,,,
3079,8.445307541,,,
3080,9.70960715,,,
3081,8.351553097,,,
3082,7.159472388,,,
3083,10.18986557,,,
3084,7.891080842,,,
3085,12.6203869,,,
3086,10.74556108,,,
3087,11.4608649,,,
3088,8.521457987,,,
3089,10.5558517,,,
3090,10.06357959,,,
3091,6.200066713,,,
3092,10.55546237,,,
3093,6.949565778,,,
3094,10.30744332,,,
3095,11.38731636,,,
3096,10.20417229,,,
3097,8.795043249,,,
3098,12.27715027,,,
3099,7.177694627,,,
3100,8.857695867,,,
3101,9.368256945,,,
3102,8.745071991,,,
3103,7.914295004,,,
3104,6.105340805,,,
3105,9.95554118,,,
3106,7.266812627,,,
3107,11.75917984,,,
3108,8.289588625,,,
3109,10.06014327,,,
3110,10.55168379,,,
3111,11.73746395,,,
3112,9.553689049,,,
3113,9.228780806,,,
3114,10.3712116,,,
3115,8.181569978,,,
3116,9.972997926,,,
3117,9.968346493,,,
3118,12.05163482,,,
3119,7.980319468,,,
3120,10.05337059,,,
3121,4.637988209,,,
3122,6.308287862,,,
3123,9.695854765,,,
3124,9.031615041,,,
3125,8.278718189,,,
3126,8.816887635,,,
3127,12.91999798,,,
3128,6.447351579,,,
3129,9.701662841,,,
3130,10.2637027,,,
3131,10.98183691,,,
3132,7.496171567,,,
3133,5.235948562,,,
3134,10.33117614,,,
3135,10.36920917,,,
3136,7.925202398,,,
3137,10.15402621,,,
3138,10.73851784,,,
3139,8.869241501,,,
3140,9.366354349,,,
3141,8.535181994,,,
3142,7.936526314,,,
3143,5.315489376,,,
3144,10.10858985,,,
3145,11.0455165,,,
3146,8.476885173,,,
3147,8.062821887,,,
3148,8.379518163,,,
3149,9.447762215,,,
3150,10.44245714,,,
3151,12.38821023,,,
3152,11.81153752,,,
3153,10.2538778,,,
3154,10.53164565,,,
3155,11.29409707,,,
3156,12.33537546,,,
3157,9.77535952,,,
3158,5.151625719,,,
3159,9.172834311,,,
3160,10.90918922,,,
3161,9.705268974,,,
3162,10.6138441,,,
3163,10.02319217,,,
3164,9.216895572,,,
3165,7.597190207,,,
3166,8.563598893,,,
3167,9.45361899,,,
3168,7.976978838,,,
3169,8.938655271,,,
3170,11.63041201,,,
3171,7.497498949,,,
3172,8.848410664,,,
3173,6.352847775,,,
3174,8.482242359,,,
3175,12.74106823,,,
3176,7.393435297,,,
3177,8.655246522,,,
3178,9.316656467,,,
3179,11.03295605,,,
3180,11.26185764,,,
3181,14.61957935,,,
3182,9.100984184,,,
3183,4.052656409,,,
3184,12.14793104,,,
3185,12.77968464,,,
3186,9.388339863,,,
3187,9.785284489,,,
3188,8.50209685,,,
3189,8.644509786,,,
3190,7.409575872,,,
3191,9.319448813,,,
3192,9.123815547,,,
3193,6.390918101,,,
3194,13.64562249,,,
3195,7.21896124,,,
3196,10.23176374,,,
3197,6.825718533,,,
3198,8.07674675,,,
3199,9.747630409,,,
3200,12.82409394,,,
3201,10.29008504,,,
3202,10.06215364,,,
3203,7.921669077,,,
3204,8.521922316,,,
3205,11.53477924,,,
3206,9.364241767,,,
3207,10.95167415,,,
3208,9.193182941,,,
3209,6.78960755,,,
3210,8.542708433,,,
3211,8.960161249,,,
3212,13.4308185,,,
3213,12.08335092,,,
3214,8.320671564,,,
3215,9.227004981,,,
3216,9.01058665,,,
3217,9.117951736,,,
3218,10.14321202,,,
3219,10.47340329,,,
3220,5.88941705,,,
3221,9.382240661,,,
3222,8.403375718,,,
3223,11.06007852,,,
3224,9.776505971,,,
3225,9.864479043,,,
3226,10.62101559,,,
3227,7.705595143,,,
3228,10.06013778,,,
3229,8.995051136,,,
3230,8.980166082,,,
3231,9.466384939,,,
3232,10.12874772,,,
3233,5.179816556,,,
3234,10.91318413,,,
3235,5.618256953,,,
3236,9.961989244,,,
3237,8.581310462,,,
3238,9.957062969,,,
3239,10.86015858,,,
3240,10.71727072,,,
3241,10.49219131,,,
3242,9.410932937,,,
3243,8.210931742,,,
3244,11.46537237,,,
3245,10.03598171,,,
3246,10.97282613,,,
3247,11.56368979,,,
3248,10.13442632,,,
3249,13.97065172,,,
3250,11.47782763,,,
3251,9.012933836,,,
3252,6.827030932,,,
3253,11.58092411,,,
3254,9.680345449,,,
3255,7.246063337,,,
3256,6.501215367,,,
3257,12.13798071,,,
3258,7.472044644,,,
3259,6.668331453,,,
3260,11.71164138,,,
3261,7.623659922,,,
3262,9.434467537,,,
3263,10.1037164,,,
3264,7.438565044,,,
3265,7.021293863,,,
3266,12.09943766,,,
3267,10.15792834,,,
3268,11.20876521,,,
3269,9.417332534,,,
3270,8.114992399,,,
3271,4.489847132,,,
3272,9.637401779,,,
3273,8.718108508,,,
3274,11.38857598,,,
3275,11.81974041,,,
3276,8.9916508,,,
3277,8.784214959,,,
3278,10.6471442,,,
3279,8.402559703,,,
3280,7.921119022,,,
3281,12.01275617,,,
3282,11.77401969,,,
3283,8.731961901,,,
3284,8.675431472,,,
3285,11.07193657,,,
3286,11.20193445,,,
3287,11.08295763,,,
3288,9.463299608,,,
3289,8.649011194,,,
3290,11.65149359,,,
3291,10.17381785,,,
3292,10.01574728,,,
3293,7.755137843,,,
3294,7.136298942,,,
3295,10.36786713,,,
3296,10.41528711,,,
3297,9.261471756,,,
3298,5.19522227,,,
3299,8.665981018,,,
3300,11.49475553,,,
3301,10.52562329,,,
3302,10.38505156,,,
3303,7.994341429,,,
3304,10.50942241,,,
3305,8.578886107,,,
3306,7.554084797,,,
3307,11.36001936,,,
3308,6.639436921,,,
3309,10.47817386,,,
3310,9.910168986,,,
3311,6.922709855,,,
3312,9.91780398,,,
3313,9.092473278,,,
3314,8.106780235,,,
3315,5.656737832,,,
3316,7.692929327,,,
3317,7.426695148,,,
3318,11.10685656,,,
3319,6.466599517,,,
3320,9.263697061,,,
3321,9.051182401,,,
3322,9.627600866,,,
3323,11.53630768,,,
3324,9.309235158,,,
3325,8.917994246,,,
3326,6.302391376,,,
3327,9.372338323,,,
3328,8.493083121,,,
3329,8.720383887,,,
3330,9.338020015,,,
3331,10.84884231,,,
3332,8.660048237,,,
3333,7.748655583,,,
3334,8.167416869,,,
3335,9.900290598,,,
3336,9.147641867,,,
3337,6.593808342,,,
3338,8.991543841,,,
3339,9.614559869,,,
3340,7.371204518,,,
3341,11.4464869,,,
3342,9.192420438,,,
3343,10.71379463,,,
3344,7.970784048,,,
3345,9.281008759,,,
3346,10.12046648,,,
3347,9.382257376,,,
3348,9.075320196,,,
3349,11.36846021,,,
3350,7.893184952,,,
3351,12.17933801,,,
3352,5.249061644,,,
3353,8.463143726,,,
3354,4.115962686,,,
3355,10.88230522,,,
3356,6.584761638,,,
3357,8.697387984,,,
3358,6.557093366,,,
3359,10.98886082,,,
3360,11.77773397,,,
3361,8.537678438,,,
3362,9.353811735,,,
3363,7.31920253,,,
3364,8.321959277,,,
3365,9.734951625,,,
3366,11.87286796,,,
3367,10.34507754,,,
3368,13.88962504,,,
3369,9.123310828,,,
3370,10.48813965,,,
3371,9.153506247,,,
3372,7.858719276,,,
3373,7.806457197,,,
3374,7.185654022,,,
3375,8.644581775,,,
3376,10.60512041,,,
3377,9.065230829,,,
3378,9.719237073,,,
3379,7.734383799,,,
3380,6.988119315,,,
3381,12.4583928,,,
3382,12.6594798,,,
3383,10.09854217,,,
3384,10.26277653,,,
3385,9.169945415,,,
3386,13.2485987,,,
3387,8.431011416,,,
3388,7.038255152,,,
3389,10.37673891,,,
3390,11.16370812,,,
3391,11.93886331,,,
3392,4.185996855,,,
3393,9.147786154,,,
3394,12.15958735,,,
3395,10.18935687,,,
3396,9.306185398,,,
3397,11.09955602,,,
3398,10.12527718,,,
3399,10.06805021,,,
3400,10.82826894,,,
3401,8.395165552,,,
3402,9.349281487,,,
3403,12.4165635,,,
3404,6.695882227,,,
3405,11.1568842,,,
3406,12.11073611,,,
3407,8.645610949,,,
3408,8.42212832,,,
3409,10.63390255,,,
3410,13.81567706,,,
3411,8.600825483,,,
3412,12.13612859,,,
3413,8.418918858,,,
3414,10.72943161,,,
3415,9.460383608,,,
3416,8.33771003,,,
3417,7.01230529,,,
3418,8.91726852,,,
3419,14.26057228,,,
3420,7.01820485,,,
3421,11.98676523,,,
3422,11.12109965,,,
3423,7.915500177,,,
3424,8.205465371,,,
3425,12.77990599,,,
3426,9.940302637,,,
3427,11.75256171,,,
3428,10.72932078,,,
3429,9.024649347,,,
3430,10.7100816,,,
3431,10.76081799,,,
3432,13.26768663,,,
3433,11.41626619,,,
3434,9.646181261,,,
3435,7.725519902,,,
3436,8.278857126,,,
3437,10.40318773,,,
3438,10.92573548,,,
3439,9.244978404,,,
3440,4.720896938,,,
3441,8.928556459,,,
3442,9.179471674,,,
3443,8.357855478,,,
3444,12.34929996,,,
3445,7.900781321,,,
3446,10.91260773,,,
3447,7.083805424,,,
3448,8.990283862,,,
3449,9.580580225,,,
3450,9.017446622,,,
3451,9.964281494,,,
3452,9.472941853,,,
3453,10.93195595,,,
3454,7.487385729,,,
3455,11.86051144,,,
3456,11.42275763,,,
3457,6.792982308,,,
3458,5.046820483,,,
3459,10.1067666,,,
3460,10.3961889,,,
3461,9.687765277,,,
3462,10.41152385,,,
3463,10.18441617,,,
3464,13.57330056,,,
3465,10.13258594,,,
3466,9.347962428,,,
3467,10.27570932,,,
3468,8.450797969,,,
3469,11.68758868,,,
3470,9.415632244,,,
3471,12.33279576,,,
3472,8.11129284,,,
3473,10.06253135,,,
3474,9.651618355,,,
3475,7.940095266,,,
3476,8.368591469,,,
3477,11.91780641,,,
3478,12.65198917,,,
3479,8.022435491,,,
3480,10.08876377,,,
3481,7.464137271,,,
3482,10.13542692,,,
3483,12.0275065,,,
3484,7.993875087,,,
3485,9.073482372,,,
3486,11.33940291,,,
3487,8.302181281,,,
3488,9.336817968,,,
3489,10.90828325,,,
3490,5.373568346,,,
3491,6.756173715,,,
3492,9.382823394,,,
3493,9.731510946,,,
3494,7.247072615,,,
3495,10.35394205,,,
3496,8.397197663,,,
3497,10.80564612,,,
3498,8.833669336,,,
3499,6.79970344,,,
3500,11.23853959,,,
3501,7.860340183,,,
3502,10.45957667,,,
3503,5.743599502,,,
3504,6.366995091,,,
3505,10.97331768,,,
3506,10.28054891,,,
3507,4.695789635,,,
3508,10.05719831,,,
3509,9.080357461,,,
3510,9.426757196,,,
3511,6.142626197,,,
3512,11.73517705,,,
3513,5.206788099,,,
3514,7.900554934,,,
3515,8.899279347,,,
3516,8.160486419,,,
3517,11.42584112,,,
3518,9.099386964,,,
3519,12.63468796,,,
3520,11.97206721,,,
